,outcome,redTeam,blueTeam,Role
0,1,58,164,TOP
0,1,143,35,JUNGLE
0,1,42,18,MIDDLE
0,1,81,69,BOTTOM
0,1,267,53,UTILITY
0,0,517,86,MIDDLE
0,0,126,76,TOP
0,0,64,777,JUNGLE
0,0,115,21,BOTTOM
0,0,432,518,UTILITY
0,1,887,157,TOP
0,1,234,876,JUNGLE
0,1,777,897,MIDDLE
0,1,96,221,BOTTOM
0,1,117,902,UTILITY
0,0,85,24,TOP
0,0,154,63,JUNGLE
0,0,18,777,MIDDLE
0,0,429,523,BOTTOM
0,0,53,201,UTILITY
0,1,92,85,TOP
0,1,234,107,JUNGLE
0,1,910,777,MIDDLE
0,1,81,523,BOTTOM
0,1,111,412,UTILITY
0,0,85,84,TOP
0,0,76,20,JUNGLE
0,0,18,157,MIDDLE
0,0,21,81,BOTTOM
0,0,526,89,UTILITY
0,1,164,516,TOP
0,1,154,427,JUNGLE
0,1,18,268,MIDDLE
0,1,22,145,BOTTOM
0,1,99,555,UTILITY
0,1,122,24,TOP
0,1,77,63,JUNGLE
0,1,18,517,MIDDLE
0,1,69,236,BOTTOM
0,1,111,267,UTILITY
0,0,24,266,TOP
0,0,64,200,JUNGLE
0,0,103,61,MIDDLE
0,0,22,901,BOTTOM
0,0,147,53,UTILITY
0,1,164,897,TOP
0,1,33,120,JUNGLE
0,1,7,142,MIDDLE
0,1,222,16,BOTTOM
0,1,201,202,UTILITY
0,1,24,78,TOP
0,1,35,11,JUNGLE
0,1,112,84,MIDDLE
0,1,29,236,BOTTOM
0,1,555,267,UTILITY
0,0,43,133,UTILITY
0,0,121,30,JUNGLE
0,0,236,238,MIDDLE
0,0,910,22,BOTTOM
0,0,72,902,TOP
0,0,92,266,TOP
0,0,76,104,JUNGLE
0,0,111,517,MIDDLE
0,0,145,81,BOTTOM
0,0,497,432,UTILITY
0,1,516,150,TOP
0,1,121,234,JUNGLE
0,1,777,134,MIDDLE
0,1,29,81,BOTTOM
0,1,12,147,UTILITY
0,1,58,8,TOP
0,1,63,203,JUNGLE
0,1,81,131,MIDDLE
0,1,221,145,BOTTOM
0,1,7,34,UTILITY
0,0,41,150,TOP
0,0,64,876,JUNGLE
0,0,55,236,MIDDLE
0,0,202,51,BOTTOM
0,0,89,432,UTILITY
0,0,122,68,TOP
0,0,876,77,JUNGLE
0,0,64,238,MIDDLE
0,0,21,145,BOTTOM
0,0,147,526,UTILITY
0,0,266,41,TOP
0,0,234,64,JUNGLE
0,0,7,134,MIDDLE
0,0,81,119,BOTTOM
0,0,78,526,UTILITY
0,1,98,901,TOP
0,1,203,254,JUNGLE
0,1,7,19,MIDDLE
0,1,222,221,BOTTOM
0,1,37,53,UTILITY
0,1,19,164,TOP
0,1,163,63,JUNGLE
0,1,18,950,MIDDLE
0,1,777,22,BOTTOM
0,1,89,201,UTILITY
0,1,126,17,TOP
0,1,143,30,JUNGLE
0,1,42,777,MIDDLE
0,1,119,21,BOTTOM
0,1,80,89,UTILITY
0,1,4,84,TOP
0,1,120,245,JUNGLE
0,1,910,202,MIDDLE
0,1,22,145,BOTTOM
0,1,902,89,UTILITY
0,1,92,121,MIDDLE
0,1,64,17,JUNGLE
0,1,42,245,TOP
0,1,910,221,BOTTOM
0,1,12,40,UTILITY
0,1,17,134,TOP
0,1,35,120,JUNGLE
0,1,246,19,MIDDLE
0,1,115,37,BOTTOM
0,1,12,81,UTILITY
0,1,80,75,TOP
0,1,121,64,JUNGLE
0,1,63,163,MIDDLE
0,1,221,21,BOTTOM
0,1,517,134,UTILITY
0,0,79,14,TOP
0,0,203,121,JUNGLE
0,0,240,84,MIDDLE
0,0,202,22,BOTTOM
0,0,43,72,UTILITY
0,0,164,240,TOP
0,0,30,76,JUNGLE
0,0,236,222,MIDDLE
0,0,81,42,BOTTOM
0,0,412,53,UTILITY
0,1,164,266,TOP
0,1,163,76,JUNGLE
0,1,221,950,MIDDLE
0,1,99,51,BOTTOM
0,1,111,201,UTILITY
0,1,897,68,TOP
0,1,876,238,JUNGLE
0,1,42,910,MIDDLE
0,1,81,18,BOTTOM
0,1,497,43,UTILITY
0,0,157,17,TOP
0,0,238,245,JUNGLE
0,0,18,34,MIDDLE
0,0,115,51,BOTTOM
0,0,432,78,UTILITY
0,1,68,19,TOP
0,1,238,28,JUNGLE
0,1,236,18,MIDDLE
0,1,222,22,BOTTOM
0,1,267,37,UTILITY
0,1,77,68,TOP
0,1,59,64,JUNGLE
0,1,163,236,MIDDLE
0,1,81,222,BOTTOM
0,1,267,555,UTILITY
0,0,887,114,TOP
0,0,143,5,JUNGLE
0,0,18,136,MIDDLE
0,0,29,222,BOTTOM
0,0,12,412,UTILITY
0,0,10,887,TOP
0,0,143,30,JUNGLE
0,0,236,18,MIDDLE
0,0,145,202,BOTTOM
0,0,12,223,UTILITY
0,0,41,897,TOP
0,0,143,59,JUNGLE
0,0,950,910,MIDDLE
0,0,22,119,BOTTOM
0,0,412,34,UTILITY
0,0,67,62,TOP
0,0,143,30,JUNGLE
0,0,42,84,MIDDLE
0,0,81,22,BOTTOM
0,0,111,555,UTILITY
0,0,75,85,TOP
0,0,143,777,JUNGLE
0,0,267,200,UTILITY
0,0,236,99,BOTTOM
0,0,103,412,MIDDLE
0,1,86,897,TOP
0,1,63,30,JUNGLE
0,1,18,145,MIDDLE
0,1,221,236,BOTTOM
0,1,526,89,UTILITY
0,1,23,58,TOP
0,1,143,113,JUNGLE
0,1,90,910,MIDDLE
0,1,81,236,BOTTOM
0,1,111,267,UTILITY
0,1,62,110,TOP
0,1,143,91,JUNGLE
0,1,133,55,MIDDLE
0,1,81,157,BOTTOM
0,1,89,16,UTILITY
0,1,92,8,TOP
0,1,2,143,JUNGLE
0,1,134,81,MIDDLE
0,1,901,221,BOTTOM
0,1,111,429,UTILITY
0,1,777,79,TOP
0,1,143,28,JUNGLE
0,1,126,42,MIDDLE
0,1,901,360,BOTTOM
0,1,53,555,UTILITY
0,0,67,19,TOP
0,0,245,143,JUNGLE
0,0,777,236,MIDDLE
0,0,202,901,BOTTOM
0,0,432,412,UTILITY
0,1,92,54,TOP
0,1,245,143,JUNGLE
0,1,236,42,BOTTOM
0,1,18,221,MIDDLE
0,1,267,117,UTILITY
0,1,98,39,TOP
0,1,143,59,JUNGLE
0,1,18,61,MIDDLE
0,1,157,145,BOTTOM
0,1,113,111,UTILITY
0,1,67,72,TOP
0,1,131,143,JUNGLE
0,1,236,268,MIDDLE
0,1,235,89,UTILITY
0,1,516,81,BOTTOM
0,1,92,72,TOP
0,1,143,18,JUNGLE
0,1,236,30,MIDDLE
0,1,901,221,BOTTOM
0,1,902,111,UTILITY
0,1,4,72,TOP
0,1,63,120,JUNGLE
0,1,429,7,MIDDLE
0,1,222,202,BOTTOM
0,1,526,78,UTILITY
0,0,79,429,TOP
0,0,517,63,JUNGLE
0,0,18,55,MIDDLE
0,0,222,24,BOTTOM
0,0,902,12,UTILITY
0,1,58,897,TOP
0,1,143,163,JUNGLE
0,1,91,236,MIDDLE
0,1,222,21,BOTTOM
0,1,89,3,UTILITY
0,1,17,84,TOP
0,1,143,5,JUNGLE
0,1,91,7,MIDDLE
0,1,81,202,BOTTOM
0,1,89,902,UTILITY
0,1,24,240,TOP
0,1,121,63,JUNGLE
0,1,134,245,MIDDLE
0,1,145,22,BOTTOM
0,1,111,201,UTILITY
0,1,166,114,TOP
0,1,63,143,JUNGLE
0,1,42,236,MIDDLE
0,1,221,147,BOTTOM
0,1,89,53,UTILITY
0,1,897,62,TOP
0,1,64,234,JUNGLE
0,1,61,7,MIDDLE
0,1,147,202,BOTTOM
0,1,235,555,UTILITY
0,1,58,114,TOP
0,1,104,120,JUNGLE
0,1,777,96,MIDDLE
0,1,147,18,BOTTOM
0,1,37,267,UTILITY
0,1,887,58,TOP
0,1,64,76,JUNGLE
0,1,18,236,MIDDLE
0,1,22,145,BOTTOM
0,1,164,147,UTILITY
0,1,897,67,TOP
0,1,60,59,JUNGLE
0,1,42,131,MIDDLE
0,1,202,51,BOTTOM
0,1,22,99,UTILITY
0,0,266,887,TOP
0,0,163,203,JUNGLE
0,0,81,104,MIDDLE
0,0,145,30,BOTTOM
0,0,555,235,UTILITY
0,0,4,901,TOP
0,0,234,77,JUNGLE
0,0,8,81,MIDDLE
0,0,222,55,BOTTOM
0,0,517,37,UTILITY
0,0,266,68,TOP
0,0,64,77,JUNGLE
0,0,69,221,MIDDLE
0,0,145,429,BOTTOM
0,0,53,412,UTILITY
0,0,516,58,TOP
0,0,427,91,JUNGLE
0,0,81,103,MIDDLE
0,0,119,202,BOTTOM
0,0,111,89,UTILITY
0,1,72,24,TOP
0,1,63,64,JUNGLE
0,1,81,61,MIDDLE
0,1,50,15,BOTTOM
0,1,235,147,UTILITY
0,0,887,6,TOP
0,0,203,427,JUNGLE
0,0,84,42,MIDDLE
0,0,63,115,BOTTOM
0,0,555,3,UTILITY
0,0,36,81,TOP
0,0,51,120,BOTTOM
0,0,79,910,MIDDLE
0,0,121,58,JUNGLE
0,0,99,89,UTILITY
0,1,75,150,TOP
0,1,120,887,JUNGLE
0,1,63,113,MIDDLE
0,1,221,22,BOTTOM
0,1,526,111,UTILITY
0,1,62,75,TOP
0,1,245,876,JUNGLE
0,1,950,236,MIDDLE
0,1,115,110,BOTTOM
0,1,497,111,UTILITY
0,1,164,42,TOP
0,1,203,30,JUNGLE
0,1,7,897,MIDDLE
0,1,81,22,BOTTOM
0,1,147,111,UTILITY
0,0,54,126,TOP
0,0,77,76,JUNGLE
0,0,777,236,MIDDLE
0,0,22,119,BOTTOM
0,0,888,111,UTILITY
0,0,126,24,TOP
0,0,104,876,JUNGLE
0,0,8,18,MIDDLE
0,0,110,96,BOTTOM
0,0,164,902,UTILITY
0,0,36,58,TOP
0,0,234,76,MIDDLE
0,0,245,42,JUNGLE
0,0,81,523,BOTTOM
0,0,43,111,UTILITY
0,1,122,24,TOP
0,1,35,72,JUNGLE
0,1,236,131,MIDDLE
0,1,81,51,BOTTOM
0,1,53,910,UTILITY
0,1,8,85,TOP
0,1,91,24,JUNGLE
0,1,7,163,MIDDLE
0,1,22,145,BOTTOM
0,1,164,111,UTILITY
0,1,126,150,TOP
0,1,91,9,JUNGLE
0,1,19,427,MIDDLE
0,1,119,21,BOTTOM
0,1,888,111,UTILITY
0,0,85,86,TOP
0,0,106,200,JUNGLE
0,0,103,101,MIDDLE
0,0,81,147,BOTTOM
0,0,22,432,UTILITY
0,0,897,75,TOP
0,0,234,64,JUNGLE
0,0,7,42,MIDDLE
0,0,22,429,BOTTOM
0,0,43,111,UTILITY
0,0,7,58,TOP
0,0,234,76,JUNGLE
0,0,910,64,MIDDLE
0,0,145,523,BOTTOM
0,0,78,201,UTILITY
0,1,75,150,TOP
0,1,30,63,JUNGLE
0,1,221,42,MIDDLE
0,1,119,22,BOTTOM
0,1,526,555,UTILITY
0,1,68,126,TOP
0,1,77,5,JUNGLE
0,1,246,910,MIDDLE
0,1,119,202,BOTTOM
0,1,40,143,UTILITY
0,1,4,150,TOP
0,1,63,30,JUNGLE
0,1,221,236,MIDDLE
0,1,145,81,BOTTOM
0,1,57,43,UTILITY
0,0,106,58,TOP
0,0,131,143,JUNGLE
0,0,18,221,MIDDLE
0,0,222,51,BOTTOM
0,0,53,412,UTILITY
0,0,67,266,TOP
0,0,121,427,JUNGLE
0,0,910,18,MIDDLE
0,0,115,221,BOTTOM
0,0,89,111,UTILITY
0,1,58,427,TOP
0,1,25,64,JUNGLE
0,1,236,7,MIDDLE
0,1,63,221,BOTTOM
0,1,497,117,UTILITY
0,1,58,2,TOP
0,1,234,120,JUNGLE
0,1,910,157,MIDDLE
0,1,69,143,BOTTOM
0,1,89,526,UTILITY
0,1,24,897,TOP
0,1,121,60,JUNGLE
0,1,7,12,MIDDLE
0,1,15,901,BOTTOM
0,1,147,91,UTILITY
0,0,92,77,TOP
0,0,76,203,JUNGLE
0,0,142,910,MIDDLE
0,0,81,221,BOTTOM
0,0,26,117,UTILITY
0,1,17,68,TOP
0,1,120,64,JUNGLE
0,1,7,131,MIDDLE
0,1,81,202,BOTTOM
0,1,910,147,UTILITY
0,0,24,67,TOP
0,0,77,78,JUNGLE
0,0,238,134,MIDDLE
0,0,145,119,BOTTOM
0,0,89,888,UTILITY
0,1,41,2,TOP
0,1,63,421,JUNGLE
0,1,81,18,MIDDLE
0,1,222,901,BOTTOM
0,1,89,201,UTILITY
0,0,164,126,TOP
0,0,9,876,JUNGLE
0,0,78,910,MIDDLE
0,0,901,22,BOTTOM
0,0,117,147,UTILITY
0,0,58,85,TOP
0,0,91,59,JUNGLE
0,0,136,42,MIDDLE
0,0,143,895,BOTTOM
0,0,57,113,UTILITY
0,0,133,98,TOP
0,0,76,63,JUNGLE
0,0,136,58,MIDDLE
0,0,145,29,BOTTOM
0,0,518,555,UTILITY
0,1,150,223,TOP
0,1,63,163,JUNGLE
0,1,23,4,MIDDLE
0,1,145,221,BOTTOM
0,1,57,555,UTILITY
0,0,13,68,TOP
0,0,113,48,JUNGLE
0,0,119,42,BOTTOM
0,0,21,81,MIDDLE
0,0,526,497,UTILITY
0,1,42,86,MIDDLE
0,1,120,30,JUNGLE
0,1,67,950,TOP
0,1,15,221,BOTTOM
0,1,40,111,UTILITY
0,1,58,80,TOP
0,1,68,234,JUNGLE
0,1,85,81,MIDDLE
0,1,555,96,UTILITY
0,1,21,117,BOTTOM
0,0,78,24,TOP
0,0,876,143,JUNGLE
0,0,221,202,MIDDLE
0,0,523,21,BOTTOM
0,0,40,89,UTILITY
0,0,68,897,TOP
0,0,64,143,JUNGLE
0,0,163,18,MIDDLE
0,0,21,221,BOTTOM
0,0,89,432,UTILITY
0,0,4,68,TOP
0,0,121,64,JUNGLE
0,0,131,518,MIDDLE
0,0,523,222,BOTTOM
0,0,267,89,UTILITY
0,1,68,13,TOP
0,1,64,77,JUNGLE
0,1,950,42,MIDDLE
0,1,43,81,UTILITY
0,1,222,99,BOTTOM
0,1,24,58,TOP
0,1,77,245,JUNGLE
0,1,950,236,MIDDLE
0,1,22,221,BOTTOM
0,1,518,89,UTILITY
0,1,102,897,TOP
0,1,245,876,JUNGLE
0,1,126,950,MIDDLE
0,1,81,523,BOTTOM
0,1,12,89,UTILITY
0,1,516,8,TOP
0,1,876,427,JUNGLE
0,1,42,18,MIDDLE
0,1,99,96,BOTTOM
0,1,235,143,UTILITY
0,1,67,516,TOP
0,1,120,876,JUNGLE
0,1,17,236,MIDDLE
0,1,119,22,BOTTOM
0,1,526,888,UTILITY
0,1,58,126,TOP
0,1,121,5,JUNGLE
0,1,134,105,MIDDLE
0,1,81,145,BOTTOM
0,1,43,89,UTILITY
0,1,10,154,TOP
0,1,121,77,JUNGLE
0,1,18,42,MIDDLE
0,1,202,235,BOTTOM
0,1,12,516,UTILITY
0,0,6,24,TOP
0,0,63,104,JUNGLE
0,0,157,518,MIDDLE
0,0,498,145,BOTTOM
0,0,111,12,UTILITY
0,0,164,897,TOP
0,0,77,28,JUNGLE
0,0,246,777,MIDDLE
0,0,29,81,BOTTOM
0,0,350,43,UTILITY
0,0,106,122,TOP
0,0,5,876,JUNGLE
0,0,145,7,MIDDLE
0,0,143,222,BOTTOM
0,0,89,78,UTILITY
0,1,157,147,TOP
0,1,76,234,JUNGLE
0,1,55,103,MIDDLE
0,1,81,18,BOTTOM
0,1,432,555,UTILITY
0,0,266,134,TOP
0,0,11,77,JUNGLE
0,0,910,24,MIDDLE
0,0,22,222,BOTTOM
0,0,26,53,UTILITY
0,0,36,58,TOP
0,0,245,234,JUNGLE
0,0,42,79,MIDDLE
0,0,202,81,BOTTOM
0,0,111,432,UTILITY
0,1,154,266,TOP
0,1,76,876,JUNGLE
0,1,236,240,MIDDLE
0,1,222,119,BOTTOM
0,1,111,40,UTILITY
0,0,92,36,TOP
0,0,30,35,JUNGLE
0,0,202,157,MIDDLE
0,0,81,147,BOTTOM
0,0,201,89,UTILITY
0,0,103,901,TOP
0,0,77,203,JUNGLE
0,0,897,7,MIDDLE
0,0,145,22,BOTTOM
0,0,555,80,UTILITY
0,1,777,157,TOP
0,1,131,30,JUNGLE
0,1,39,221,MIDDLE
0,1,119,21,BOTTOM
0,1,267,143,UTILITY
0,1,54,110,TOP
0,1,121,77,JUNGLE
0,1,126,18,MIDDLE
0,1,22,202,BOTTOM
0,1,201,555,UTILITY
0,0,6,41,TOP
0,0,154,234,JUNGLE
0,0,157,910,MIDDLE
0,0,81,222,BOTTOM
0,0,117,40,UTILITY
0,0,79,266,TOP
0,0,32,63,JUNGLE
0,0,157,777,MIDDLE
0,0,910,145,BOTTOM
0,0,555,89,UTILITY
0,1,78,114,TOP
0,1,234,106,JUNGLE
0,1,85,202,MIDDLE
0,1,147,115,BOTTOM
0,1,432,12,UTILITY
0,1,82,897,TOP
0,1,5,63,JUNGLE
0,1,42,18,MIDDLE
0,1,81,96,BOTTOM
0,1,111,526,UTILITY
0,0,58,85,TOP
0,0,120,234,JUNGLE
0,0,81,19,BOTTOM
0,0,105,22,MIDDLE
0,0,147,43,UTILITY
0,0,240,36,TOP
0,0,143,104,JUNGLE
0,0,39,136,MIDDLE
0,0,81,145,BOTTOM
0,0,555,111,UTILITY
0,1,82,102,TOP
0,1,143,33,JUNGLE
0,1,67,236,MIDDLE
0,1,145,81,BOTTOM
0,1,111,147,UTILITY
0,0,36,897,TOP
0,0,121,143,JUNGLE
0,0,81,777,BOTTOM
0,0,7,222,MIDDLE
0,0,497,53,UTILITY
0,1,67,24,TOP
0,1,143,64,JUNGLE
0,1,81,53,MIDDLE
0,1,516,7,BOTTOM
0,1,235,147,UTILITY
0,1,58,266,TOP
0,1,30,63,JUNGLE
0,1,429,236,MIDDLE
0,1,145,81,BOTTOM
0,1,526,43,UTILITY
0,0,58,516,TOP
0,0,30,143,JUNGLE
0,0,18,236,MIDDLE
0,0,21,235,BOTTOM
0,0,89,133,UTILITY
0,1,17,68,TOP
0,1,77,33,JUNGLE
0,1,18,236,MIDDLE
0,1,221,145,BOTTOM
0,1,201,26,UTILITY
0,0,164,41,TOP
0,0,104,63,JUNGLE
0,0,42,18,MIDDLE
0,0,145,81,BOTTOM
0,0,147,85,UTILITY
0,0,92,24,TOP
0,0,163,245,JUNGLE
0,0,777,126,MIDDLE
0,0,498,145,BOTTOM
0,0,89,111,UTILITY
0,0,8,164,TOP
0,0,30,876,JUNGLE
0,0,777,950,MIDDLE
0,0,145,115,BOTTOM
0,0,555,111,UTILITY
0,0,41,58,TOP
0,0,143,234,JUNGLE
0,0,84,34,MIDDLE
0,0,67,81,BOTTOM
0,0,16,432,UTILITY
0,1,79,126,TOP
0,1,76,91,JUNGLE
0,1,81,18,MIDDLE
0,1,51,63,BOTTOM
0,1,43,89,UTILITY
0,1,58,92,TOP
0,1,143,42,JUNGLE
0,1,236,77,MIDDLE
0,1,81,222,BOTTOM
0,1,89,12,UTILITY
0,0,17,72,TOP
0,0,121,76,JUNGLE
0,0,69,18,MIDDLE
0,0,145,523,BOTTOM
0,0,555,40,UTILITY
0,1,18,82,MIDDLE
0,1,63,104,JUNGLE
0,1,122,7,TOP
0,1,81,221,BOTTOM
0,1,37,26,UTILITY
0,1,887,41,TOP
0,1,64,63,JUNGLE
0,1,518,42,MIDDLE
0,1,145,81,BOTTOM
0,1,526,89,UTILITY
0,0,68,67,TOP
0,0,113,63,JUNGLE
0,0,104,34,MIDDLE
0,0,21,523,BOTTOM
0,0,412,111,UTILITY
0,0,78,24,TOP
0,0,131,143,JUNGLE
0,0,7,42,MIDDLE
0,0,221,145,BOTTOM
0,0,117,111,UTILITY
0,1,24,67,TOP
0,1,143,102,JUNGLE
0,1,86,777,MIDDLE
0,1,145,221,BOTTOM
0,1,164,40,UTILITY
0,0,92,24,TOP
0,0,77,143,JUNGLE
0,0,236,517,MIDDLE
0,0,81,119,BOTTOM
0,0,101,412,UTILITY
0,1,41,266,TOP
0,1,163,121,JUNGLE
0,1,18,34,MIDDLE
0,1,22,429,BOTTOM
0,1,902,888,UTILITY
0,1,111,62,UTILITY
0,1,76,63,JUNGLE
0,1,42,950,MIDDLE
0,1,145,81,BOTTOM
0,1,58,432,TOP
0,1,62,58,TOP
0,1,143,79,JUNGLE
0,1,18,42,MIDDLE
0,1,22,221,BOTTOM
0,1,40,43,UTILITY
0,0,92,68,TOP
0,0,245,64,JUNGLE
0,0,236,89,MIDDLE
0,0,96,222,BOTTOM
0,0,902,103,UTILITY
0,1,77,8,TOP
0,1,200,102,JUNGLE
0,1,777,238,MIDDLE
0,1,202,221,BOTTOM
0,1,89,117,UTILITY
0,0,58,8,TOP
0,0,63,78,JUNGLE
0,0,55,84,MIDDLE
0,0,202,21,BOTTOM
0,0,111,555,UTILITY
0,1,126,164,TOP
0,1,62,64,JUNGLE
0,1,910,27,MIDDLE
0,1,81,145,BOTTOM
0,1,63,526,UTILITY
0,0,84,77,TOP
0,0,113,163,JUNGLE
0,0,777,67,MIDDLE
0,0,81,145,BOTTOM
0,0,3,89,UTILITY
0,0,78,75,TOP
0,0,32,64,JUNGLE
0,0,143,517,MIDDLE
0,0,360,145,BOTTOM
0,0,111,53,UTILITY
0,1,164,266,TOP
0,1,238,203,JUNGLE
0,1,902,63,UTILITY
0,1,222,26,BOTTOM
0,1,910,221,MIDDLE
0,0,4,27,TOP
0,0,238,35,JUNGLE
0,0,112,69,MIDDLE
0,0,202,222,BOTTOM
0,0,432,412,UTILITY
0,0,154,58,TOP
0,0,64,102,JUNGLE
0,0,91,157,MIDDLE
0,0,96,221,BOTTOM
0,0,223,117,UTILITY
0,1,4,68,TOP
0,1,234,64,JUNGLE
0,1,112,136,MIDDLE
0,1,222,523,BOTTOM
0,1,111,888,UTILITY
0,1,21,150,TOP
0,1,35,72,JUNGLE
0,1,910,246,MIDDLE
0,1,145,143,BOTTOM
0,1,89,37,UTILITY
0,1,126,6,TOP
0,1,77,236,JUNGLE
0,1,115,63,MIDDLE
0,1,523,222,BOTTOM
0,1,78,37,UTILITY
0,1,58,79,TOP
0,1,64,121,JUNGLE
0,1,517,89,MIDDLE
0,1,145,81,BOTTOM
0,1,3,134,UTILITY
0,1,78,84,TOP
0,1,77,234,JUNGLE
0,1,246,238,MIDDLE
0,1,145,221,BOTTOM
0,1,143,22,UTILITY
0,0,86,122,TOP
0,0,78,76,JUNGLE
0,0,202,81,MIDDLE
0,0,3,21,BOTTOM
0,0,235,44,UTILITY
0,1,114,58,TOP
0,1,245,83,JUNGLE
0,1,61,69,MIDDLE
0,1,221,222,BOTTOM
0,1,78,412,UTILITY
0,0,98,516,TOP
0,0,91,77,JUNGLE
0,0,8,42,MIDDLE
0,0,901,61,BOTTOM
0,0,78,432,UTILITY
0,0,86,897,TOP
0,0,30,120,JUNGLE
0,0,141,55,MIDDLE
0,0,29,222,BOTTOM
0,0,111,43,UTILITY
0,1,240,54,TOP
0,1,30,120,JUNGLE
0,1,157,18,MIDDLE
0,1,51,236,BOTTOM
0,1,78,267,UTILITY
0,0,4,68,TOP
0,0,143,245,JUNGLE
0,0,157,236,MIDDLE
0,0,145,81,BOTTOM
0,0,12,78,UTILITY
0,1,24,86,TOP
0,1,427,221,JUNGLE
0,1,42,76,MIDDLE
0,1,523,222,BOTTOM
0,1,16,201,UTILITY
0,0,36,77,TOP
0,0,64,245,JUNGLE
0,0,163,91,MIDDLE
0,0,96,523,BOTTOM
0,0,78,57,UTILITY
0,1,126,266,TOP
0,1,421,11,JUNGLE
0,1,79,711,MIDDLE
0,1,22,221,BOTTOM
0,1,143,147,UTILITY
0,0,897,54,TOP
0,0,104,200,JUNGLE
0,0,134,69,MIDDLE
0,0,119,115,BOTTOM
0,0,78,111,UTILITY
0,0,24,4,TOP
0,0,77,22,JUNGLE
0,0,246,115,MIDDLE
0,0,221,104,BOTTOM
0,0,26,78,UTILITY
0,1,266,14,TOP
0,1,121,203,JUNGLE
0,1,127,134,MIDDLE
0,1,429,145,BOTTOM
0,1,78,518,UTILITY
0,1,266,84,TOP
0,1,427,32,JUNGLE
0,1,81,145,MIDDLE
0,1,910,18,BOTTOM
0,1,89,78,UTILITY
0,1,84,67,TOP
0,1,59,245,JUNGLE
0,1,38,34,MIDDLE
0,1,81,221,BOTTOM
0,1,111,78,UTILITY
0,1,122,36,TOP
0,1,79,245,JUNGLE
0,1,517,154,MIDDLE
0,1,221,157,BOTTOM
0,1,3,518,UTILITY
0,0,887,58,TOP
0,0,200,79,JUNGLE
0,0,157,18,MIDDLE
0,0,222,96,BOTTOM
0,0,412,164,UTILITY
0,1,4,86,TOP
0,1,20,121,JUNGLE
0,1,777,85,MIDDLE
0,1,147,221,BOTTOM
0,1,37,16,UTILITY
0,0,516,266,TOP
0,0,28,20,JUNGLE
0,0,18,142,MIDDLE
0,0,222,21,BOTTOM
0,0,53,412,UTILITY
0,1,84,24,TOP
0,1,20,77,JUNGLE
0,1,42,777,MIDDLE
0,1,67,81,BOTTOM
0,1,526,267,UTILITY
0,0,10,68,TOP
0,0,203,20,JUNGLE
0,0,7,18,MIDDLE
0,0,145,21,BOTTOM
0,0,53,526,UTILITY
0,1,10,122,TOP
0,1,238,20,JUNGLE
0,1,42,166,MIDDLE
0,1,26,63,BOTTOM
0,1,432,526,UTILITY
0,1,150,14,TOP
0,1,20,876,JUNGLE
0,1,61,81,MIDDLE
0,1,21,51,BOTTOM
0,1,89,99,UTILITY
0,0,78,154,TOP
0,0,20,77,JUNGLE
0,0,42,69,MIDDLE
0,0,221,21,BOTTOM
0,0,147,267,UTILITY
0,0,516,86,TOP
0,0,20,63,JUNGLE
0,0,42,81,MIDDLE
0,0,498,145,BOTTOM
0,0,43,111,UTILITY
0,1,31,39,TOP
0,1,20,203,JUNGLE
0,1,517,34,MIDDLE
0,1,81,145,BOTTOM
0,1,40,78,UTILITY
0,0,77,68,TOP
0,0,113,20,JUNGLE
0,0,84,18,MIDDLE
0,0,22,221,BOTTOM
0,0,164,111,UTILITY
0,0,119,24,TOP
0,0,20,104,JUNGLE
0,0,157,81,MIDDLE
0,0,145,910,BOTTOM
0,0,53,526,UTILITY
0,0,58,79,TOP
0,0,20,245,JUNGLE
0,0,42,39,MIDDLE
0,0,498,18,BOTTOM
0,0,37,164,UTILITY
0,0,234,13,JUNGLE
0,0,133,20,TOP
0,0,910,777,MIDDLE
0,0,222,18,BOTTOM
0,0,412,143,UTILITY
0,1,58,164,TOP
0,1,20,141,JUNGLE
0,1,99,34,MIDDLE
0,1,145,51,BOTTOM
0,1,111,37,UTILITY
0,0,75,17,TOP
0,0,20,5,JUNGLE
0,0,81,42,MIDDLE
0,0,112,115,BOTTOM
0,0,432,555,UTILITY
0,0,4,86,TOP
0,0,5,20,JUNGLE
0,0,7,238,MIDDLE
0,0,202,29,BOTTOM
0,0,89,111,UTILITY
0,0,58,24,TOP
0,0,245,157,MIDDLE
0,0,20,3,JUNGLE
0,0,22,63,BOTTOM
0,0,164,12,UTILITY
0,0,92,72,TOP
0,0,20,254,JUNGLE
0,0,90,7,MIDDLE
0,0,51,202,BOTTOM
0,0,99,43,UTILITY
0,0,79,164,TOP
0,0,20,64,JUNGLE
0,0,18,69,MIDDLE
0,0,145,516,BOTTOM
0,0,555,235,UTILITY
0,0,39,86,TOP
0,0,20,104,JUNGLE
0,0,105,115,MIDDLE
0,0,51,81,BOTTOM
0,0,111,89,UTILITY
0,0,2,75,TOP
0,0,76,59,JUNGLE
0,0,134,69,MIDDLE
0,0,221,145,BOTTOM
0,0,117,111,UTILITY
0,1,75,82,TOP
0,1,121,63,JUNGLE
0,1,236,777,MIDDLE
0,1,99,21,BOTTOM
0,1,555,147,UTILITY
0,1,222,126,BOTTOM
0,1,254,25,JUNGLE
0,1,268,68,MIDDLE
0,1,4,429,TOP
